sku,title,description,price,availability,imageURL,linkURL
71887,Golden Cosmic Star,"With an eye on the galaxy, this airbrushed glass round features gold stars that sparkle with green and gold glitter.",7.99,TRUE,https://www.katandannie.com/img/product/71887_1-Z.jpg?fv=81AB9BD1B9008C9895BB7BB827C876AA-63523,https://www.katandannie.com/golden-cosmic-star-71887
78293,Golden Joy Round,"A gentle glass round with a white opal finish is embellished with a delicately scripted golden ""joy"".",6.99,FALSE,https://www.katandannie.com/img/product/78293_1-Z.jpg?fv=82302DDD95E5417D9E62AFD89DD77BDB-27505,https://www.katandannie.com/golden-joy-round-78293
73232,Golden Peacock Round,Elegant peacock feathers and pearls drape this gold glass ornament with grace. ,9.99,TRUE,https://www.katandannie.com/img/product/73232.frt-Z.jpg?fv=A585370A417B43A401A4A0FCCA47BD41-91283,https://www.katandannie.com/golden-peacock-round-73232
71950,Golden Speckled Blue Round,You'll get lost looking into this globe of shattered gold foil that is speckled over the dark blue round.,7.99,TRUE,https://www.katandannie.com/img/product/71950_1-Z.jpg?fv=AD5EB860BCCAE87991B06E2B0355D220-116217,https://www.katandannie.com/golden-speckled-blue-round-71950
73350,Good Dog Bone,Give a gift to the dog lovers in your life with this special piece commending a man's best friend. ,8.99,TRUE,https://www.katandannie.com/img/product/73350.frt-Z.jpg?fv=8B262B25D4E81C355AB3161316689169-47369,https://www.katandannie.com/good-dog-bone-73350
78495,Grape Tootsie Roll Pop,The grape Tootsie Roll Pop glass ornament with attached stick is as sweet as the treat itself! This officially licensed Tootsie Roll glass ornament will be the sweetest ornament on your tree!,8.99,TRUE,https://www.katandannie.com/img/product/78495.frt-Z.jpg?fv=0B1466A6AA58A25A93B9B1FB96BC05E5-38449,https://www.katandannie.com/grape-tootsie-roll-pop-78495
78263,Green & Gold Molded Round,This green and gold molded round looks ravishing with dainty gold microbeads.,9.99,TRUE,https://www.katandannie.com/img/product/78263_1-Z.jpg?fv=6F0355A9677E965AA8A219CE9839EDEB-108715,https://www.katandannie.com/green-gold-molded-round-78263
71814,Green & Red Round with White Snowflake,Green orbs holding sparkling snowflakes encircle the contrasting red finish of this stunning traditional glass round.,7.99,TRUE,https://www.katandannie.com/img/product/71814_1-Z.jpg?fv=AB318D67DD9C052BBF23CBC9A39528C9-70966,https://www.katandannie.com/green-red-round-with-white-snowflake-71814
71853,Green Balloon Dog,This green iridescent balloon dog will give your tree a playful pop.,9.99,TRUE,https://www.katandannie.com/img/product/71853_1-Z.jpg?fv=DD971F606FC1522D45C246D34976AEAD-51135,https://www.katandannie.com/green-balloon-dog-71853
78272,Green Beaded Round,This green shiny glass round is embellished with gold and white microbeads to bring it to the next level of elegance.,6.99,TRUE,https://www.katandannie.com/img/product/78272_1-Z.jpg?fv=EB3EF1C023CC3D2E54106DA373F2FCA4-78656,https://www.katandannie.com/green-beaded-round-78272
73207,Green Dimple Round ,Our sleek iridescent glass ornament covered in simple bubbled glass will adorn any tree is hangs from!,9.99,TRUE,https://www.katandannie.com/img/product/73207-Z.jpg?fv=A11E170E35FAE1BA7D789549574E38DC-120092,https://www.katandannie.com/green-dimple-round-73207
71758,Green Round with Bundled Penguin,This luxurious green glass round features a cheery penguin that is bundled up in a glittered hat and scarf and is ready for a day in the snow.,6.99,TRUE,https://www.katandannie.com/img/product/71758_1-Z.jpg?fv=1FD4AF73C10C2D9C5FD8DF047613FB0B-63054,https://www.katandannie.com/green-round-with-bundled-penguin-71758
73194,Green Round with Gold Foil,Splashed with gold foil this emerald green glass bauble is elegant and festive. ,8.99,TRUE,https://www.katandannie.com/img/product/73194-Z.jpg?fv=AF39B97697D592C1B7EFDBBD718BEA01-128226,https://www.katandannie.com/green-round-with-gold-foil-73194
71841,Green Snowman,"Filled with glittered puffs and delicate beads, this cheery snowman is wrapped in a green scarf and topped with a matching green striped hat.",6.99,TRUE,https://www.katandannie.com/img/product/71841_1-Z.jpg?fv=976E0270B03ED938F4602D52073D251A-38997,https://www.katandannie.com/green-snowman-71841
78305,Half Foiled Molded Round,This clear opal round is finished with gold foil to take this round to the next level of elegance.,8.99,FALSE,https://www.katandannie.com/img/product/78305_1-Z.jpg?fv=8ACEF7CBB88FDB7B7F6F7D9D50BD0C98-39439,https://www.katandannie.com/half-foiled-molded-round-78305
71846,Happy Holiday Disc with Lights,"With a shiny opal finish, this glass disc boasts ""Happy holidays"" in red glitter and is encircled with a string of charming Christmas lights.",6.99,TRUE,https://www.katandannie.com/img/product/71846_1-Z.jpg?fv=0AA4550A0C5DEB78B001F5D2F160D50D-49365,https://www.katandannie.com/happy-holiday-disc-with-lights-71846
81832,Hershey's KISS,"This Christmas season, share our officially licensed HERSHEY'S KISSES glass ornament and celebrate all of magic of the season!",9.99,TRUE,https://www.katandannie.com/img/product/81832.frt-Z.jpg?fv=FC44837B42C5B62F1E783E89840D7141-49978,https://www.katandannie.com/hershey-s-kiss-81832
78277,I Love you to the Moon and Back,"This red shiny heart reads ""I love you to the moon and back"".",8.99,FALSE,https://www.katandannie.com/img/product/78277_1-Z.jpg?fv=06D88CAD8C47EF870D7A928A605DA500-70725,https://www.katandannie.com/i-love-you-to-the-moon-and-back-78277
71936,Iridescent Blue Geometric Diamond,"With an iridescent finish, this geometric glass mold is amplified with rich blue detailing.",6.99,TRUE,https://www.katandannie.com/img/product/71936_1-Z.jpg?fv=4BDF4B0F9182D20D9AE3951C4D5DCDF5-59433,https://www.katandannie.com/iridescent-blue-geometric-diamond-71936
73253,Iridescent Glitter Santa,Santa looks super festive in iridescent flocking and glitter this Christmas season!,11.99,FALSE,https://www.katandannie.com/img/product/73253.frt-Z.jpg?fv=5AB913193AEB8B98EE1C57293C26EA48-69739,https://www.katandannie.com/iridescent-glitter-santa-73253
78286,Jolly Santa Diamond,This cute smiley Santa is featured on a white square with iridescent glitter details.,8.99,TRUE,https://www.katandannie.com/img/product/78286_1-Z.jpg?fv=CAC77E6C6458E6ADF562D27F826A2C61-31592,https://www.katandannie.com/jolly-santa-diamond-78286
78491,Junior Mints Box ,"This iconic candy has been a favorite of trick-or-treaters, moviegoers and candy enthusiast for almost 80 years. Junior Mints have been bringing in the joy since the 1940's. This officially licensed Tootsie Roll glass ornament is sure to be become a part of your holiday tradition each year.  ",8.99,TRUE,https://www.katandannie.com/img/product/78491.frt-Z.jpg?fv=9F863490CEEDA392470E8D976B9A4B95-90144,https://www.katandannie.com/junior-mints-box-78491
78676,Kellogg’s Frosted Flakes™ Vintage Cereal Box,"    ""They're Gr-r-reat!""TM Place the iconic Tony the TigerTM on your tree this Christmas season with our Vintage Kellogg's® Frosted Flakes™ cereal box glass ornament.    ",14.99,TRUE,https://www.katandannie.com/img/product/78676.frt-Z.jpg?fv=5BBF76E3F8494D4100D27917411C251E-99024,https://www.katandannie.com/kellogg-s-frosted-flakes-vintage-cereal-box-78676
73356,Leopard Print Round ,This glamorous glass ornament will bring out your wild side when added to your Christmas décor. ,9.99,TRUE,https://www.katandannie.com/img/product/73356.frt-Z.jpg?fv=109BF14990FFC5B3189BEDA0F10B6D9D-117780,https://www.katandannie.com/leopard-print-round-73356
81986,Let It Be Cab ,"Cherish the times you’ve spent riding around listening to The Beatles with this Beatles Cab glass ornament. The cab displays the iconic graphics from the album ""Let It Be"".",16.99,TRUE,https://www.katandannie.com/img/product/81986.frt-Z.jpg?fv=5584C000789D487BF6F1C002A1C63233-61717,https://www.katandannie.com/let-it-be-cab-81986
78485,Little Bear,This cute little bear is ready to dress up any tree and keep it cozy all through the winter.,15.99,TRUE,https://www.katandannie.com/img/product/78485_1-Z.jpg?fv=1870E51286D4AA08A6FA91EBDB682946-65168,https://www.katandannie.com/little-bear-78485
78486,Little Fox,This cute little fox is ready to dress up any tree and keep it cozy all through the winter.,15.99,TRUE,https://www.katandannie.com/img/product/78486_1-Z.jpg?fv=65C5A5A467530B0597772B34CD791E37-43555,https://www.katandannie.com/little-fox-78486
78341,Little Reindeer,This sweet little reindeer with shimmering red cheeks is ready to make your tree look absolutely adorable.,15.99,TRUE,https://www.katandannie.com/img/product/78341_1-Z.jpg?fv=B0D3A6AC03F351163DC2C9D3B6781F8D-63784,https://www.katandannie.com/little-reindeer-78341
78402,Little Reindeer White Round,This white shiny round is adorned with a cute little rosy cheeked reindeer and a gold smooth modern cap.,6.99,TRUE,https://www.katandannie.com/img/product/78402_1-Z.jpg?fv=A29B198F79E56C3D46CEB5D48C55E4D9-40342,https://www.katandannie.com/little-reindeer-white-round-78402
73352,Love is Love Round,Love is something to celebrate! Nothing else is more festive then our Love is Love glass ornament filled with sparkling loose gold heart sequins dancing with joy.,7.99,TRUE,https://www.katandannie.com/img/product/73352-Z.jpg?fv=1196C6F71519A4D6351BBB0C55C4F998-68052,https://www.katandannie.com/love-is-love-round-73352
81644,Love Me Do Heart ,"""Love Me Do"" and share the joy of The Beatles with this heart glass ornament this holiday season.",8.99,TRUE,https://www.katandannie.com/img/product/81644.bk-Z.jpg?fv=6423B054077CB974D8D2CAE60637907B-65428,https://www.katandannie.com/love-me-do-heart-81644
73149,Magical Rainbow Unicorn,Add some Fairytale Magic to your Christmas tree this year with our beloved unicorn glass ornament. ,10.99,TRUE,https://www.katandannie.com/img/product/73149.frt-Z.jpg?fv=940EA3A4334099059DB0E6EC67C57273-46124,https://www.katandannie.com/magical-rainbow-unicorn-73149
78363,Marbled Blue & Gold Foiled Onion,"This marble blue finish of this glass onion is complimented by a luminous gold foil, just as if it was dipped in gold.",8.99,TRUE,https://www.katandannie.com/img/product/78363_1-Z.jpg?fv=91ABF5C62B7B844AC7F8374B5270268E-57776,https://www.katandannie.com/marbled-blue-gold-foiled-onion-78363
81980,Meet The Beatles Album Cover,"The Record that changed the world, Meet the Beatles  was the second release in the United States from the iconic group. This officially licensed glass ornament is perfect way to commemorate this monumental album!",16.99,FALSE,https://www.katandannie.com/img/product/81980.frt-Z.jpg?fv=0D6A6424161794E3AFE3E918A7865CD0-90865,https://www.katandannie.com/meet-the-beatles-album-cover-81980
73277,Merry Christmas Wreath Round,A celebratory winter wreath and a glitter Merry Christmas perfectly match the delicate red bow atop this adorable glass ornament. ,7.99,TRUE,https://www.katandannie.com/img/product/73277.-Z.jpg?fv=50213AB14B3424ACA7062B83CD8C0E07-113968,https://www.katandannie.com/merry-christmas-wreath-round-73277
81730,Metro Card,Travel from Manhattan to the Bronx or Brooklyn to Queens with the New York City Transit MetroCard. Enjoy the sights with this officially licensed MTA glass ornament.,8.99,FALSE,https://www.katandannie.com/img/product/81730.frt-Z.jpg?fv=EE9F946EA803EEBC337C4A13B4EBD83E-116366,https://www.katandannie.com/metro-card-81730
73216,Mirrored Geometric Ornament,Truncated icosahedron is the actual name of this shape but we like to call it a modern disco ball. ,8.99,TRUE,https://www.katandannie.com/img/product/73216.frt-Z.jpg?fv=FE7BC76AF012C52C11A767B4A75959FB-35839,https://www.katandannie.com/mirrored-geometric-ornament-73216
78344,Modern Marbled Round,"This marbled ornament provides a contemporary yet chic, appeal and will be sure to stand out.",8.99,TRUE,https://www.katandannie.com/img/product/78344_1-Z.jpg?fv=C4B218729EBD7A0BDE362180D7FF765F-33263,https://www.katandannie.com/modern-marbled-round-78344
78446,Mr. Skeleton,This glass skeleton is holding a bouquet of roses and will be sure to add a spooky touch to your tree.,11.99,TRUE,https://www.katandannie.com/img/product/78446_1-Z.jpg?fv=88CC7197448E9774E31D6292608974A9-41372,https://www.katandannie.com/mr-skeleton-78446
78464,Mrs. Skeleton,This glass skeleton is holding out her colorful skirt and will be sure to add a spooky touch to your tree this year.,15.99,TRUE,https://www.katandannie.com/img/product/78464_1-Z.jpg?fv=0A40490807B18D8D7CEF869FFE81D2D5-69794,https://www.katandannie.com/mrs-skeleton-78464
78385,Nerdy Christmas Kitty,This cute little kitty is dressed up in his finest Christmas attire with a pair of red glasses.,10.99,TRUE,https://www.katandannie.com/img/product/78385_1-Z.jpg?fv=BA1C4D52FB28F4BD3EB408D63B278C13-55942,https://www.katandannie.com/nerdy-christmas-kitty-78385
78291,Nutcracker Diamond,This cute nutcracker is detailed with green and silver glitter and adorned with a cute mustache and rosy cheeks.,8.99,TRUE,https://www.katandannie.com/img/product/78291_1-Z.jpg?fv=04709E2E196B107D4F70A3454981F3B8-62746,https://www.katandannie.com/nutcracker-diamond-78291
81726,NYC Metro Subway Map Round ,The iconic and colorful lines of the New York City subway map come to life on this officially licensed MTA glass ornament!,8.99,TRUE,https://www.katandannie.com/img/product/81726.frt-Z.jpg?fv=608EB307115763CE1878A6076B5BCDAE-75898,https://www.katandannie.com/nyc-metro-subway-map-round-81726
78281,Oh Deer Christmas is Here,"This cute lighted up reindeer features ""oh deer, Christmas is here""",6.99,TRUE,https://www.katandannie.com/img/product/78281_1-Z.jpg?fv=2AFCB20FFFEAC167DCD20D14DF5D207F-46761,https://www.katandannie.com/oh-deer-christmas-is-here-78281
71951,Oil Slick Round,"Creating a prismatic effect, the oil slick finish of this striking glass round will give a modern edge to any tree.",6.99,TRUE,https://www.katandannie.com/img/product/71951_1-Z.jpg?fv=D1577BE1E0CE893571B188AF67E566F4-44049,https://www.katandannie.com/oil-slick-round-71951
71876,Ombre Blue Glitter Ribbed Round,"With a stunning red and blue ombre finish, this glass round features shimmering blue glitter within the ridged details adding an additional pop of color.",7.99,TRUE,https://www.katandannie.com/img/product/71876_1-Z.jpg?fv=7747E4DF3201D723101FDC068E76D215-86947,https://www.katandannie.com/ombre-blue-glitter-ribbed-round-71876
71902,Ombre Mosaic Round,The cracked glittered mosaic adds an extraordinarily depth to the luscious pink ombre finish for this glass round.,6.99,FALSE,https://www.katandannie.com/img/product/71902_1-Z.jpg?fv=0B7C9B833FE8B797E3893582877F624D-77679,https://www.katandannie.com/ombre-mosaic-round-71902
78494,Orange Tootsie Roll Pop,To show the candy lovers in your life just how sweet they are give them a special ornament this year – the beloved orange Tootsie Roll Pop. This officially licensed Tootsie Roll glass ornament will add a little something sweet to any holiday décor!,8.99,TRUE,https://www.katandannie.com/img/product/78494.frt-Z.jpg?fv=CC93C1B8065DF5F56342ED0D183D7E68-34468,https://www.katandannie.com/orange-tootsie-roll-pop-78494
78328,Ornate Gold Onion,A gold ornate pattern peak out of this shiny gold glass onion.,7.99,TRUE,https://www.katandannie.com/img/product/78328_1-Z.jpg?fv=4F5077758187AE1A1E23C0399B589569-71650,https://www.katandannie.com/ornate-gold-onion-78328
73285,Paint Splatter Blue Round,The mix of splatters and streaks of paint dance about this uniquely crafted glass ornament.  ,8.99,TRUE,https://www.katandannie.com/img/product/73285-Z.jpg?fv=6F9D0695B9D3401FD53575DC37A2053D-64696,https://www.katandannie.com/paint-splatter-blue-round-73285
71622,Pearl Crackled Round,The silver glittered mosaic finish delivers a lustrous texture on our Pearl Cracked Round.,6.99,TRUE,https://www.katandannie.com/img/product/71622_1-Z.jpg?fv=D7B6321A83D1039B0BD3E75379A16E48-60767,https://www.katandannie.com/pearl-crackled-round-71622
78289,Penguin Diamond,This cute smiley penguin is featured on a square with an adorable green hat and rosy cheeks.,8.99,TRUE,https://www.katandannie.com/img/product/78289_1-Z.jpg?fv=1D268115B2EAA10224B953E7F766377C-47520,https://www.katandannie.com/penguin-diamond-78289
71845,Penguin Hat Round,"Topped with a jaunty green hat, this glass round penguin will cheerfully peek out of your tree with his glitter details that will reflect the tree’s twinkling lights.",7.99,TRUE,https://www.katandannie.com/img/product/71845_1-Z.jpg?fv=DB01D863953E914FB6A34861DA851FB1-50801,https://www.katandannie.com/penguin-hat-round-71845
71835,Penguin Round with Red Scarf,"Straight from the North Pole and sparkling with glittered snow, this chipper little penguin is keeping his rosy cheeks warm while being wrapped in a charming red scarf.",6.99,TRUE,https://www.katandannie.com/img/product/71835_1-Z.jpg?fv=62E30C00EDEB0F065ADC67AACC300A1E-66138,https://www.katandannie.com/penguin-round-with-red-scarf-71835
78331,Pinecone Wreathe White Round,This frosted glass round is delicately decorated with a pinecone wreathe and red sparkled berries.,6.99,TRUE,https://www.katandannie.com/img/product/78331_1-Z.jpg?fv=3D185E4F2713200A44592E2790EBC378-61131,https://www.katandannie.com/pinecone-wreathe-white-round-78331
71906,Pink Blossoming Round,Bring a sense of elegance to your holiday cheer. Glittered cherry blossoms delicately wrap the rose gold finish of this stunning glass round.,7.99,TRUE,https://www.katandannie.com/img/product/71906_1-Z.jpg?fv=EAD31A2399003399740F280256F5322D-61294,https://www.katandannie.com/pink-blossoming-round-71906
73155,Pink Glitter Champagne Bottle,Pink Perfection. Celebrate the season with this Champagne bottle glass ornament. ,10.99,FALSE,https://www.katandannie.com/img/product/73155.frt-Z.jpg?fv=C836931318AD572F8F61B965425B1746-61272,https://www.katandannie.com/pink-glitter-champagne-bottle-73155
71849,Pink Gummy Bear,"Sticky and sweet, this glass gummy will be sure to make your holidays a sugary delight.",6.99,TRUE,https://www.katandannie.com/img/product/71849_1-Z.jpg?fv=3F0C3E271F51C48E3E490EABCEDFA408-53978,https://www.katandannie.com/pink-gummy-bear-71849
71882,Pink Ombre Round,"Reminiscent of cotton candy, this striking pink and purple ombre glass round will add a burst of color to your tree.",6.99,TRUE,https://www.katandannie.com/img/product/71882_1-Z.jpg?fv=801991C57CC5BC9C348B412CE6032533-40096,https://www.katandannie.com/pink-ombre-round-71882
78444,Pink Pineapple,"Accented with shimmering glitter, this sunny pineapple will be sure to give your holiday a tropical touch.",9.99,TRUE,https://www.katandannie.com/img/product/78444_1-Z.jpg?fv=644D7A26F9A1933D6B247A0748826B35-72722,https://www.katandannie.com/pink-pineapple-78444
71905,Pink Ruffled Round,"Ruffled in gorgeous layers, this glass round features a pretty pink ombre finish and will add that girlish flare to your holiday season.",6.99,TRUE,https://www.katandannie.com/img/product/71905_1-Z.jpg?fv=85CBAA9B7422A7219EE7E63D8A7FD79F-75022,https://www.katandannie.com/pink-ruffled-round-71905
78436,Pink Sparkly Flamingo Round,This hot pink glass round is embellished with a gold glittered flamingo.,9.99,FALSE,https://www.katandannie.com/img/product/78436_1-Z.jpg?fv=4FC482AE3AF408258C8A7C50BC0AC39F-47341,https://www.katandannie.com/pink-sparkly-flamingo-round-78436
73166,Pink Sprinkled Round,Rainbow glass round sprinkles sit on top of a perfectly pink round ornament creating a cute and modern cupcake. ,8.99,TRUE,https://www.katandannie.com/img/product/73166.frt-Z.jpg?fv=32B60A96E3C98542FBD5597B2B8D8B81-114603,https://www.katandannie.com/pink-sprinkled-round-73166
73143,Pool Float Santa,Summer Santa likes to take it easy in the off season. You can catch him relaxing poolside. ,15.99,TRUE,https://www.katandannie.com/img/product/73143.frt-Z.jpg?fv=D6859A0E79AF529C6F509297A6DFCC59-66645,https://www.katandannie.com/pool-float-santa-73143
81833,Popsicle® Firecracker,"The best summer treat is the Popsicle® Firecracker. Red, white and blue this officially licensed Popsicle glass ornament brings a frozen favorite to your tree.",16.99,TRUE,https://www.katandannie.com/img/product/81833.frt-Z.jpg?fv=549FFAE5C60E05697E5E6E953FEE8F68-38005,https://www.katandannie.com/popsicle-firecracker-81833
78391,Rainbow Beaded Onion,This glass onion is decorated with a rainbow of beads.,7.99,TRUE,https://www.katandannie.com/img/product/78391_1-Z.jpg?fv=40E73721DD9067232770D0F3389CA9C1-80023,https://www.katandannie.com/rainbow-beaded-onion-78391
71881,Rainbow Ombre Round,"With an inlayed diamond pattern, the fading ombre finish of blue, green, and pink is edged with fine silver glitter piping for an opulent look.",8.99,TRUE,https://www.katandannie.com/img/product/71881_1-Z.jpg?fv=7F4FC48124958A3858D5105313D48BBD-97570,https://www.katandannie.com/rainbow-ombre-round-71881
71817,"Red ""Merry Christmas"" Round","Top with a white satin-like bow, this stunning red glass round features whimsical glittered lettering reading ""Merry Christmas.""",6.99,TRUE,https://www.katandannie.com/img/product/71817_1-Z.jpg?fv=3645BE7AFAA27C67AEEE6D065532E2E8-63594,https://www.katandannie.com/red-merry-christmas-round-71817
71748,Red & Gold Sparkled Egg,This silky crimson glass egg ornament is painted in a gold antiquated pattern that is detailed in a dazzling gold glitter creating a high-end appeal.,8.99,TRUE,https://www.katandannie.com/img/product/71748_1-Z.jpg?fv=5BD6BD871836E5A2297EDE8806A4485E-66547,https://www.katandannie.com/red-gold-sparkled-egg-71748
78250,Red & Gold Speckled Foiled Round,"With a rich gold foil brushed over a satin red round, you're sure to add a modern touch to your tree.",6.99,TRUE,https://www.katandannie.com/img/product/78250_1-Z.jpg?fv=B145D97781DC4F9D37E1B3E66B911845-77898,https://www.katandannie.com/red-gold-speckled-foiled-round-78250
71747,Red & Green Ombre Star Round,"A speckled mercury finish adds an extra depth of texture to this red and green ombre styled glass round, while the gold glitter snowflake adds a cheery finishing touch.",7.99,TRUE,https://www.katandannie.com/img/product/71747_1-Z.jpg?fv=FE7DDC1EBBDC2E8CA27C4E0F634D978C-88708,https://www.katandannie.com/red-green-ombre-star-round-71747
73260,Red Believe Round,The bell still rings for those who …,7.99,TRUE,https://www.katandannie.com/img/product/73260-Z.jpg?fv=967D3FFACC21FBEA40AA7DA17A5232B1-52725,https://www.katandannie.com/red-believe-round-73260
73264,Red Christmas Sweater Round,This glass ornament is dressed up in our favorite Christmas sweater. ,7.99,FALSE,https://www.katandannie.com/img/product/73264.frt-Z.jpg?fv=89C7C384A42A88C3BA8481C5F46258B9-88030,https://www.katandannie.com/red-christmas-sweater-round-73264
71787,Red Christmas Tree Truck,"Reminiscent of holidays past, this glass truck in a classic red hauls a glittering tree home for decorating.",10.99,TRUE,https://www.katandannie.com/img/product/71787_1-Z.jpg?fv=B729391F9BECAEF75B2F1CFC8B6CBE36-87590,https://www.katandannie.com/red-christmas-tree-truck-71787
71859,Red Cupcake,"Topped with candy like beads and glitter, this scrumptious cupcake will be all the sweetness you need during the holidays!",8.99,TRUE,https://www.katandannie.com/img/product/71859_1-Z.jpg?fv=BC4751C1CF3F283B680C017DD83204ED-70258,https://www.katandannie.com/red-cupcake-71859
78294,Red Love Round,"A gentle glass round with a white opal finish is embellished with a delicately scripted red ""love"".",6.99,TRUE,https://www.katandannie.com/img/product/78294_1-Z.jpg?fv=1E3F94B25A3393D231D9DD2363899326-32221,https://www.katandannie.com/red-love-round-78294
81457,Red Merry Christmas Round,Share the joy this season with our festive red Merry Christmas glass ornament. ,7.99,TRUE,https://www.katandannie.com/img/product/81457-Z.jpg?fv=77C0B5734883C5C14EC03222D14ACD4F-76153,https://www.katandannie.com/red-merry-christmas-round-81457
73272,Red Nutcracker Round,A little cheerful nutcracker sits atop this shiny red glass ornament with a beautiful white organza bow to add the final touch! ,7.99,TRUE,https://www.katandannie.com/img/product/73272.frt-Z.jpg?fv=6959398D12DD1597C48F34ADB298D634-83725,https://www.katandannie.com/red-nutcracker-round-73272
71743,"Red Plaid ""Noel"" Disc","With a red plaid finish, this glass disc boasts a white ""NOEL” that is encircled with a traditional wreath pattern and topped with a twine cap creating a rustic charm.",7.99,TRUE,https://www.katandannie.com/img/product/71743_1-Z.jpg?fv=B24BF9B2665EFD257100231333704229-85076,https://www.katandannie.com/red-plaid-noel-disc-71743
71910,Red Reindeer Round,"With is antlers entangled with Christmas lights, this whimsical reindeer sparkled from the front of this vivid red glass round.",6.99,TRUE,https://www.katandannie.com/img/product/71910_1-Z.jpg?fv=EE54146F8DB8CFB0BBD956F32AAAA7F7-77560,https://www.katandannie.com/red-reindeer-round-71910
71737,Red Round with Dashing Reindeer,"In classic red, this glass ornament is adorned with a gold glitter silhouette of Santa and his reindeer's flying through the starry night.",6.99,TRUE,https://www.katandannie.com/img/product/71737_1-Z.jpg?fv=286483E258C2C5A4A926AB6CA665E792-55484,https://www.katandannie.com/red-round-with-dashing-reindeer-71737
71753,Red Round with Gold,"The silky red matte finish of this glass round is complimented by a luminous foil, just as if it was dipped in gold. ",6.99,TRUE,https://www.katandannie.com/img/product/71753_1-Z.jpg?fv=8840D19024BB72DCE263FF3084C9E56D-47420,https://www.katandannie.com/red-round-with-gold-71753
71838,Red Santa Figurine,"Holding his belly like a bowl full of jelly, this lovable Santa shimmers from the delightful glitter highlights.",6.99,TRUE,https://www.katandannie.com/img/product/71838_1-Z.jpg?fv=96756CE4B12E46E7E9129C4C2FEF0BA6-46674,https://www.katandannie.com/red-santa-figurine-71838
71752,Red Shiny Round Dipped in Golden Glitter,"Topped in chunky gold, this classic red glass round is wrapped in an intricate, yet delicate, gold glitter design.",7.99,TRUE,https://www.katandannie.com/img/product/71752_1-Z.jpg?fv=43BEC39693ADDA1C72A5F07C6789CCD9-83809,https://www.katandannie.com/red-shiny-round-dipped-in-golden-glitter-71752
71750,Red Shiny Round with Golden & Green Glitter & Gems,A gold glitter fleur-de-lis connected diamond pattern is accented in green gems and envelopes this classic shiny red glass round. ,7.99,TRUE,https://www.katandannie.com/img/product/71750_1-Z.jpg?fv=10127AFDFCB35E8D64B1381DD6D1435F-84199,https://www.katandannie.com/red-shiny-round-with-golden-green-glitter-gems-71750
71843,Red Snowman,"Filled with glittered puffs and delicate beads, this cheery snowman is wrapped in a red scarf and topped with a matching pink striped hat.",6.99,TRUE,https://www.katandannie.com/img/product/71843_1-Z.jpg?fv=A73C8CC3413D4E8EB4010DC3BF09763D-43446,https://www.katandannie.com/red-snowman-71843
71797,Red Truck Round,"With a bright green tree in the back, this red pickup truck stands out on the smooth white finish for this glass round.",6.99,TRUE,https://www.katandannie.com/img/product/71797_1-Z.jpg?fv=8C0EF2B1D3052B6C7AA3DBBF4A19C3F7-45696,https://www.katandannie.com/red-truck-round-71797
71777,Red Truck with Christmas Tree Round,"Inspired by memories of bringing home a Christmas tree, this soft gold glass round is detailed in glitter and topped with a satiny bow.",8.99,TRUE,https://www.katandannie.com/img/product/71777_1-Z.jpg?fv=FBA4260ED18DE561166C17267CC7F43D-69501,https://www.katandannie.com/red-truck-with-christmas-tree-round-71777
73211,Retro Christmas Camper,This Retro Camper has the Christmas spirit with its brightly colored lights dancing along the top of this delightful glass ornament. ,11.99,TRUE,https://www.katandannie.com/img/product/73211.frt-Z.jpg?fv=D8DFD5B36F3B6D23274580C7651291B6-80203,https://www.katandannie.com/retro-christmas-camper-73211
73168,Retro Robot,Beep! Bop! MERRY CHRISTMAS! From our Christmas robot glass ornament. ,12.99,TRUE,https://www.katandannie.com/img/product/73168.frt-Z.jpg?fv=18DCD2F1DB0904D8488D0A290CF98E54-81560,https://www.katandannie.com/retro-robot-73168
78675,Rice Krispies™ Vintage Cereal Box,"   The magical trio Snap!™, Crackle!™ and Pop!™ are here just in time for the Christmas season! Add them to your tree with our Vintage Kellogg's® Rice Krispies™ cereal box glass ornament.   ",14.99,TRUE,https://www.katandannie.com/img/product/78675.frt-Z.jpg?fv=626F30F3903706666A86FE1586DDC771-95366,https://www.katandannie.com/rice-krispies-vintage-cereal-box-78675
83210,Rosé Bottle,Cherish the good times with this Rosé glass ornament. ,10.99,TRUE,https://www.katandannie.com/img/product/83210.frt-Z.jpg?fv=A81D462F39D3C69A84014CE21E25A6FC-35012,https://www.katandannie.com/rose-bottle-83210
73901,"Rose Gold ""Peace""","This rose gold glass round is charmingly detailed with a gold glitter ""Peace"" wreath.",6.99,TRUE,https://www.katandannie.com/img/product/73901_1-Z.jpg?fv=69A5E81C89FCEC036A665CAF9BDBFAA7-90238,https://www.katandannie.com/rose-gold-peace-73901
71703,Rose Gold Ornate Detailed Round,A rose gold shiny glass round is gilded with gold filigree and accented by gold glitter along with painted glitter netting.,7.99,TRUE,https://www.katandannie.com/img/product/71703_1-Z.jpg?fv=66E8DAE7AE7A29CCF94C47901BE82077-60491,https://www.katandannie.com/rose-gold-ornate-detailed-round-71703
73173,Rustic Cow Skull,"All the way from the wild west, we bring you this gorgeous rustic cow skull glass ornament. ",10.99,TRUE,https://www.katandannie.com/img/product/73173.frt-Z.jpg?fv=C95A42353CAF74E6BFA2D4405DBC4773-43736,https://www.katandannie.com/rustic-cow-skull-73173
